x,y,inside
0.987128,0.681680,0
0.615276,0.769126,1
0.311821,0.530953,1
0.843485,0.924990,0
0.157303,0.854076,1
0.917211,0.430911,0
0.022274,0.527808,1
0.242459,0.774042,1
0.047512,0.552171,1
0.304955,0.151422,1
0.797373,0.233989,1
0.875626,0.024045,1
0.620484,0.208469,1
0.397136,0.836181,1
0.658988,0.415963,1
0.182879,0.505090,1
0.347470,0.252550,1
0.218080,0.332618,1
0.650113,0.837382,0
0.338913,0.758518,1
0.219879,0.276908,1
0.557994,0.523982,1
0.402188,0.471533,1
0.623317,0.079246,1
0.339381,0.153320,1
0.768337,0.294796,1
0.535914,0.445138,1
0.548762,0.713754,1
0.981254,0.433444,0
0.628228,0.533079,1
0.884177,0.761176,0
0.354250,0.149370,1
0.913411,0.514970,0
0.497988,0.815038,1
0.577277,0.104491,1
0.644832,0.271946,1
0.103629,0.577418,1
0.991782,0.278715,0
0.661852,0.433051,1
0.260056,0.163258,1
0.613783,0.173857,1
0.981106,0.516957,0
0.851651,0.445204,1
0.986230,0.980821,0
0.249781,0.727060,1
0.446659,0.328364,1
0.837594,0.552886,0
0.147442,0.393905,1
0.591607,0.617196,1
0.987582,0.100939,1
0.014432,0.444152,1
0.373442,0.138388,1
0.122040,0.569819,1
0.774872,0.712241,0
0.680724,0.706635,1
0.773936,0.208496,1
0.645504,0.700778,1
0.769906,0.080463,1
0.826020,0.214507,1
0.543300,0.524509,1
0.685920,0.792391,0
0.089178,0.660027,1
0.031063,0.643489,1
0.304654,0.142245,1
0.100490,0.635299,1
0.366981,0.110753,1
0.729499,0.532179,1
0.494414,0.815167,1
0.085807,0.991491,1
0.035890,0.163509,1
0.097326,0.617203,1
0.039696,0.732142,1
0.841534,0.071321,1
0.325375,0.580960,1
0.489753,0.864510,1
0.120225,0.809528,1
0.537637,0.183672,1
0.645597,0.907752,0
0.184932,0.033376,1
0.486036,0.929169,0
0.134811,0.957834,1
0.349000,0.185786,1
0.672105,0.743847,0
0.535106,0.889181,0
0.636668,0.878789,0
0.252698,0.278084,1
0.358125,0.534522,1
0.744120,0.155260,1
0.499563,0.724836,1
0.882361,0.544309,0
0.397142,0.719776,1
0.030984,0.596960,1
0.367216,0.134681,1
0.796259,0.205358,1
0.278088,0.595890,1
0.842299,0.247024,1
0.955873,0.365452,0
0.261886,0.951765,1
0.478150,0.958424,0
0.956643,0.501575,0
0.081130,0.496451,1
0.805080,0.593651,0
0.152908,0.723521,1
0.006999,0.700971,1
0.543656,0.683657,1
0.267302,0.610557,1
0.003765,0.799251,1
0.408127,0.453105,1
0.072711,0.147839,1
0.532315,0.485121,1
0.863836,0.935960,0
0.200650,0.623014,1
0.363539,0.734763,1
0.702978,0.822671,0
0.899400,0.755922,0
0.380967,0.302242,1
0.585791,0.386975,1
0.192630,0.477062,1
0.042894,0.032719,1
0.640382,0.167894,1
0.959142,0.359598,0
0.767587,0.007780,1
0.251523,0.680707,1
0.401871,0.594226,1
0.022456,0.559966,1
0.274898,0.206343,1
0.489719,0.111554,1
0.886535,0.176462,1
0.326159,0.884763,1
0.111014,0.424662,1
0.593350,0.500376,1
0.343790,0.444868,1
0.528052,0.144849,1
0.312107,0.955417,0
0.819985,0.452346,1
0.879163,0.318345,1
0.734377,0.675538,1
0.492882,0.173589,1
0.387375,0.044656,1
0.078250,0.486336,1
0.524863,0.314114,1
0.587036,0.222572,1
0.844919,0.410226,1
0.335287,0.841238,1
0.320915,0.654723,1
0.925322,0.790582,0
0.468170,0.657754,1
0.629141,0.329656,1
0.159899,0.596630,1
0.876875,0.006932,1
0.753000,0.232793,1
0.209773,0.986125,0
0.638646,0.157724,1
0.789820,0.622508,0
0.808466,0.379987,1
0.215856,0.614065,1
0.591529,0.637083,1
0.995660,0.384039,0
0.997592,0.261355,0
0.978103,0.185883,1
0.736943,0.349235,1
0.588786,0.384847,1
0.832834,0.889825,0
0.857333,0.601460,0
0.157843,0.711986,1
0.401326,0.864427,1
0.933322,0.350872,1
0.865689,0.817986,0
0.691334,0.829916,0
0.355003,0.894579,1
0.720826,0.280680,1
0.025516,0.470577,1
0.209473,0.984339,0
0.444662,0.615511,1
0.596891,0.987044,0
0.260694,0.273364,1
0.163219,0.757162,1
0.091308,0.842315,1
0.112029,0.649858,1
0.878524,0.905546,0
0.727240,0.932475,0
0.197441,0.314336,1
0.094643,0.117198,1
0.981195,0.325717,0
0.618926,0.413663,1
0.427741,0.714386,1
0.308478,0.622641,1
0.244526,0.071015,1
0.190541,0.261213,1
0.552526,0.002531,1
0.472195,0.783893,1
0.657129,0.613930,1
0.461347,0.948446,0
0.628539,0.374859,1
0.079478,0.563788,1
0.896270,0.093312,1
0.935776,0.558259,0
0.077368,0.246667,1
0.049456,0.187636,1
0.819489,0.563223,1
0.272116,0.341888,1
0.268368,0.694642,1
0.684342,0.357003,1
0.177954,0.272203,1
0.026817,0.510939,1
0.908121,0.976330,0
0.191758,0.420518,1
0.038494,0.202002,1
0.044699,0.428213,1
0.340753,0.637120,1
0.442057,0.063544,1
0.126078,0.424582,1
0.774450,0.073873,1
0.721789,0.280697,1
0.919884,0.822285,0
0.016734,0.969503,1
0.061739,0.457781,1
0.673575,0.971365,0
0.289511,0.748585,1
0.855950,0.359931,1
0.857440,0.554301,0
0.045211,0.707964,1
0.598178,0.280975,1
0.519453,0.617769,1
0.411750,0.275932,1
0.542791,0.397723,1
0.212028,0.595112,1
0.542625,0.838753,1
0.764827,0.152895,1
0.224386,0.320233,1
0.274800,0.024883,1
0.114800,0.713862,1
0.362036,0.274050,1
0.377646,0.674891,1
0.127514,0.951556,1
0.885809,0.366530,1
0.754475,0.606848,1
0.470150,0.297257,1
0.141021,0.244041,1
0.781238,0.203327,1
0.238560,0.368122,1
0.109149,0.766817,1
0.678492,0.055751,1
0.604249,0.168155,1
0.277221,0.514517,1
0.311756,0.057877,1
0.978508,0.719554,0
0.776236,0.092402,1
0.862057,0.577663,0
0.141328,0.620782,1
0.104708,0.361445,1
0.983340,0.602705,0
0.704695,0.739227,0
0.786389,0.679360,0
0.124211,0.629295,1
0.362929,0.116194,1
0.864349,0.419192,1
0.866828,0.468782,1
0.202458,0.105711,1
0.896105,0.610996,0
0.348645,0.491919,1
0.645145,0.784674,0
0.470118,0.669479,1
0.812058,0.244854,1
0.503364,0.628438,1
0.336503,0.401615,1
0.429224,0.814564,1
0.495271,0.593321,1
0.051872,0.796672,1
0.138652,0.318460,1
0.506741,0.215401,1
0.320052,0.712306,1
0.127436,0.018540,1
0.355998,0.054576,1
0.671247,0.669199,1
0.956486,0.657789,0
0.382516,0.123036,1
0.179739,0.983717,0
0.358488,0.912306,1
0.119775,0.896839,1
0.491345,0.377324,1
0.111692,0.652945,1
0.084165,0.404489,1
0.767845,0.647959,0
0.548560,0.060350,1
0.288118,0.392920,1
0.152097,0.970005,1
0.663489,0.618964,1
0.450860,0.837846,1
0.874675,0.044849,1
0.042029,0.228568,1
0.674354,0.191161,1
0.894604,0.141731,1
0.389675,0.252822,1
0.857108,0.394644,1
0.485630,0.857577,1
0.766256,0.827603,0
0.921098,0.552976,0
0.370432,0.120928,1
0.731444,0.832005,0
0.346353,0.536232,1
0.624720,0.521627,1
0.727579,0.822311,0
0.066026,0.110816,1
0.102671,0.433141,1
0.790325,0.814869,0
0.044204,0.729470,1
0.420826,0.515452,1
0.952778,0.194586,1
0.421751,0.997997,0
0.639466,0.842215,0
0.220224,0.769542,1
0.425428,0.475665,1
0.935546,0.382430,0
0.243848,0.184715,1
0.299598,0.507392,1
0.845619,0.440421,1
0.938177,0.491240,0
0.759553,0.468414,1
0.034931,0.502877,1
0.593030,0.649462,1
0.494485,0.805306,1
0.132440,0.074833,1
0.845456,0.982123,0
0.851998,0.524123,0
0.232570,0.690057,1
0.045160,0.511962,1
0.195868,0.352780,1
0.820746,0.208711,1
0.314824,0.202376,1
0.219371,0.789917,1
0.924888,0.783813,0
0.746407,0.683097,0
0.972374,0.042665,1
0.362906,0.894401,1
0.487195,0.655134,1
0.605304,0.192706,1
0.748166,0.565104,1
0.638988,0.447688,1
0.450331,0.669011,1
0.138833,0.306355,1
0.439465,0.575320,1
0.928752,0.046790,1
0.568747,0.704899,1
0.502809,0.392036,1
0.258213,0.039837,1
0.823509,0.080007,1
0.710029,0.240142,1
0.226327,0.696033,1
0.289061,0.867725,1
0.292708,0.931734,1
0.066924,0.228641,1
0.904772,0.769832,0
0.825618,0.035094,1
0.703177,0.271216,1
0.543674,0.395077,1
0.250463,0.835908,1
0.246495,0.423951,1
0.668588,0.115575,1
0.532033,0.788218,1
0.581435,0.740210,1
0.979681,0.061360,1
0.207511,0.427432,1
0.475897,0.308378,1
0.129121,0.980186,1
0.117254,0.405140,1
0.458011,0.436105,1
0.999997,0.436089,0
0.724177,0.411478,1
0.862684,0.591505,0
0.626937,0.076303,1
0.457963,0.370128,1
0.898046,0.414023,1
0.420861,0.213097,1
0.479766,0.603027,1
0.705660,0.481668,1
0.021128,0.900469,1
0.912928,0.905365,0
0.811401,0.317796,1
0.021601,0.218992,1
0.946878,0.764486,0
0.703184,0.859549,0
0.073865,0.179589,1
0.205175,0.287541,1
0.974594,0.395127,0
0.822904,0.655980,0
0.372917,0.547529,1
0.317217,0.050530,1
0.337364,0.804401,1
0.478507,0.688504,1
0.628610,0.013681,1
0.854257,0.489552,1
0.165506,0.060890,1
0.710636,0.075790,1
0.348746,0.962315,0
0.987417,0.952187,0
0.757986,0.476109,1
0.297876,0.245425,1
0.770616,0.733544,0
0.640138,0.761524,1
0.620518,0.010945,1
0.339802,0.543684,1
0.455886,0.903673,0
0.352606,0.203756,1
0.676101,0.841974,0
0.587108,0.787093,1
0.690445,0.057133,1
0.550194,0.864546,0
0.123137,0.608821,1
0.254289,0.346258,1
0.801954,0.547024,1
0.759009,0.204908,1
0.015029,0.679197,1
0.039682,0.048617,1
0.828326,0.344921,1
0.771708,0.590592,1
0.793318,0.278846,1
0.443905,0.679289,1
0.275844,0.701367,1
0.680373,0.263254,1
0.319671,0.598573,1
0.613382,0.201003,1
0.973663,0.224201,1
0.590781,0.221108,1
0.710669,0.817106,0
0.435521,0.438152,1
0.109760,0.646855,1
0.962038,0.501679,0
0.594893,0.402524,1
0.032098,0.097382,1
0.513762,0.143494,1
0.010846,0.281082,1
0.204397,0.144112,1
0.146002,0.868496,1
0.563842,0.678674,1
0.508753,0.700277,1
0.458922,0.778008,1
0.347083,0.275186,1
0.401115,0.075469,1
0.593707,0.934921,0
0.666381,0.897938,0
0.802571,0.318963,1
0.676539,0.009959,1
0.253239,0.157266,1
0.953071,0.882137,0
0.773881,0.800082,0
0.770812,0.852125,0
0.207401,0.674841,1
0.326968,0.439787,1
0.267676,0.215461,1
0.078945,0.161836,1
0.474714,0.711138,1
0.781632,0.418957,1
0.350942,0.756391,1
0.979178,0.115852,1
0.665652,0.239365,1
0.283041,0.757152,1
0.970487,0.866139,0
0.549244,0.176783,1
0.639059,0.732176,1
0.571040,0.803863,1
0.816284,0.130948,1
0.936901,0.256941,1
0.936077,0.222867,1
0.442713,0.029619,1
0.776453,0.317146,1
0.970708,0.093612,1
0.856725,0.043948,1
0.402003,0.948709,0
0.115947,0.050002,1
0.545098,0.327912,1
0.568401,0.718292,1
0.783478,0.378980,1
0.035035,0.335219,1
0.375552,0.745914,1
0.874380,0.403902,1
0.162268,0.022424,1
0.885718,0.765687,0
0.370581,0.968273,0
0.545560,0.599349,1
0.345076,0.852067,1
0.371456,0.758942,1
0.435330,0.271905,1
0.491846,0.150719,1
0.024008,0.405451,1
0.280533,0.256430,1
0.199376,0.428452,1
0.299435,0.024285,1
0.529298,0.213287,1
0.271242,0.916965,1
0.622168,0.827002,0
0.414733,0.559066,1
0.045683,0.480170,1
0.321166,0.162635,1
0.566183,0.115614,1
0.370713,0.909776,1
0.039233,0.822398,1
0.428288,0.593231,1
0.792422,0.726986,0
0.571983,0.236563,1
0.884820,0.219770,1
0.730467,0.109829,1
0.617497,0.913815,0
0.020463,0.095493,1
0.480928,0.934043,0
0.588245,0.045499,1
0.996921,0.526965,0
0.113516,0.603577,1
0.967593,0.205332,1
0.779942,0.215476,1
0.063203,0.424757,1
0.568877,0.255798,1
0.328095,0.500619,1
0.416154,0.522957,1
0.811876,0.419147,1
0.265662,0.828888,1
0.751206,0.559194,1
0.937646,0.670850,0
0.425685,0.307399,1
0.054677,0.388870,1
0.603406,0.203587,1
0.429525,0.103285,1
0.279983,0.651131,1
0.330040,0.967038,0
0.688328,0.253905,1
0.724809,0.598152,1
0.478755,0.726557,1
0.580138,0.372817,1
0.765476,0.225062,1
0.694864,0.252177,1
0.704062,0.903233,0
0.574631,0.033930,1
0.027957,0.865840,1
0.651808,0.248939,1
0.867583,0.852333,0
0.553037,0.366017,1
0.921678,0.596853,0
0.298292,0.708466,1
0.830339,0.707545,0
0.673254,0.145266,1
0.792517,0.484252,1
0.601137,0.999412,0
0.769694,0.445191,1
0.673002,0.895945,0
0.247065,0.401162,1
0.597386,0.022860,1
0.509162,0.575005,1
0.498839,0.849375,1
0.435916,0.982732,0
0.360236,0.095586,1
0.071016,0.153408,1
0.924252,0.136543,1
0.276725,0.959019,1
0.886704,0.260772,1
0.327587,0.612457,1
0.137379,0.292795,1
0.840617,0.911574,0
0.216220,0.660891,1
0.347160,0.244215,1
0.473573,0.408574,1
0.227202,0.292928,1
0.727362,0.603178,1
0.865715,0.281915,1
0.338126,0.150106,1
0.157809,0.076345,1
0.925274,0.332562,1
0.996700,0.825209,0
0.483858,0.802468,1
0.201103,0.715192,1
0.069528,0.464759,1
0.554375,0.420720,1
0.493895,0.747187,1
0.427727,0.451118,1
0.080385,0.604724,1
0.253239,0.528274,1
0.999403,0.740290,0
0.996349,0.440080,0
0.068854,0.637386,1
0.906268,0.074840,1
0.805023,0.495122,1
0.135550,0.228606,1
0.866623,0.308498,1
0.739232,0.436214,1
0.488961,0.989890,0
0.495114,0.468312,1
0.964223,0.885820,0
0.825988,0.504676,1
0.890600,0.855952,0
0.423555,0.399042,1
0.526634,0.196075,1
0.864638,0.125445,1
0.329406,0.291644,1
0.186654,0.393052,1
0.120840,0.882088,1
0.363547,0.777945,1
0.466308,0.673859,1
0.957602,0.874988,0
0.259592,0.180590,1
0.155184,0.525700,1
0.754345,0.647955,1
0.589419,0.080887,1
0.577674,0.045423,1
0.622727,0.873401,0
0.516906,0.844885,1
0.906546,0.373830,1
0.891934,0.964939,0
0.379229,0.637452,1
0.461941,0.309198,1
0.599957,0.107693,1
0.939584,0.760828,0
0.817293,0.170921,1
0.799623,0.411431,1
0.396633,0.031422,1
0.774822,0.550732,1
0.259732,0.967264,0
0.364888,0.339724,1
0.127753,0.859320,1
0.395509,0.203128,1
0.934678,0.464071,0
0.533887,0.248288,1
0.030913,0.840706,1
0.096624,0.925945,1
0.265857,0.828729,1
0.657939,0.208447,1
0.341652,0.281619,1
0.229407,0.063029,1
0.365140,0.378021,1
0.683488,0.430093,1
0.700262,0.912504,0
0.488490,0.206199,1
0.143717,0.595751,1
0.004588,0.337997,1
0.923895,0.954772,0
0.588494,0.444126,1
0.644847,0.639427,1
0.632237,0.695969,1
0.113108,0.895375,1
0.445216,0.690017,1
0.508086,0.417811,1
0.263357,0.579042,1
0.415158,0.001972,1
0.991818,0.030654,1
0.526551,0.850883,0
0.785077,0.014650,1
0.736678,0.899538,0
0.454546,0.958698,0
0.600666,0.614242,1
0.387003,0.229262,1
0.676420,0.260238,1
0.597638,0.600783,1
0.335858,0.163289,1
0.391024,0.482348,1
0.793522,0.187219,1
0.703129,0.300011,1
0.438951,0.252247,1
0.497667,0.801638,1
0.145643,0.366873,1
0.752723,0.954592,0
0.105317,0.445359,1
0.565343,0.547952,1
0.617758,0.328935,1
0.075673,0.678597,1
0.088353,0.801635,1
0.599571,0.287853,1
0.753363,0.435016,1
0.152238,0.002432,1
0.688962,0.718682,1
0.356066,0.271348,1
0.013822,0.205318,1
0.457235,0.690096,1
0.834324,0.638528,0
0.658939,0.814366,0
0.920590,0.085567,1
0.385180,0.869042,1
0.996515,0.425261,0
0.894148,0.365056,1
0.645825,0.682081,1
0.895151,0.652148,0
0.198023,0.723020,1
0.979170,0.032177,1
0.490064,0.372623,1
0.690779,0.012256,1
0.310606,0.754052,1
0.800185,0.500814,1
0.497662,0.831191,1
0.058657,0.446358,1
0.480144,0.268476,1
0.382500,0.704205,1
0.984295,0.948962,0
0.269427,0.945609,1
0.012157,0.341411,1
0.490560,0.025735,1
0.420325,0.379096,1
0.803601,0.606422,0
0.419171,0.790210,1
0.915596,0.825736,0
0.041772,0.635174,1
0.752478,0.179241,1
0.703975,0.884539,0
0.232636,0.723357,1
0.716530,0.428211,1
0.352313,0.303185,1
0.023253,0.713857,1
0.658238,0.153365,1
0.632337,0.408620,1
0.565403,0.971548,0
0.226786,0.446379,1
0.701287,0.693519,1
0.609581,0.348640,1
0.057929,0.394927,1
0.667490,0.669956,1
0.114111,0.074688,1
0.000371,0.413849,1
0.702490,0.581992,1
0.140240,0.388786,1
0.688159,0.498847,1
0.959722,0.068035,1
0.825206,0.324699,1
0.512504,0.487692,1
0.325107,0.411713,1
0.120417,0.130059,1
0.268585,0.420017,1
0.376664,0.689460,1
0.698079,0.325111,1
0.340525,0.074068,1
0.385824,0.655204,1
0.790375,0.934422,0
0.182080,0.572625,1
0.616177,0.171204,1
0.027842,0.336555,1
0.983009,0.984693,0
0.418631,0.224522,1
0.846327,0.244380,1
0.357805,0.655011,1
0.563225,0.561229,1
0.937118,0.983275,0
0.059928,0.937058,1
0.884744,0.175481,1
0.354122,0.313149,1
0.884158,0.257753,1
0.684019,0.933413,0
0.369558,0.095339,1
0.173900,0.113980,1
0.253884,0.707171,1
0.663413,0.448991,1
0.042748,0.331222,1
0.765485,0.261664,1
0.955458,0.752181,0
0.477947,0.038658,1
0.985231,0.852928,0
0.308825,0.886016,1
0.772680,0.361288,1
0.973661,0.727055,0
0.430521,0.547039,1
0.677933,0.220411,1
0.993206,0.030169,1
0.770487,0.526823,1
0.147614,0.613088,1
0.546270,0.791324,1
0.480247,0.841979,1
0.503772,0.208830,1
0.759764,0.488109,1
0.916657,0.930901,0
0.772936,0.172497,1
0.934267,0.429347,0
0.244121,0.502793,1
0.331299,0.832634,1
0.988731,0.698581,0
0.665380,0.127990,1
0.085980,0.860090,1
0.675294,0.393119,1
0.130900,0.689891,1
0.733905,0.522713,1
0.878783,0.191530,1
0.589743,0.287124,1
0.241064,0.227840,1
0.012106,0.542254,1
0.554368,0.923152,0
0.584337,0.035309,1
0.980076,0.904309,0
0.788854,0.696861,0
0.464439,0.645458,1
0.312274,0.605302,1
0.654198,0.537576,1
0.566990,0.511801,1
0.558942,0.305700,1
0.307737,0.837750,1
0.186858,0.152925,1
0.799315,0.135748,1
0.501430,0.087655,1
0.040504,0.834979,1
0.563833,0.465321,1
0.603988,0.533942,1
0.562066,0.903323,0
0.117180,0.986682,1
0.126629,0.553537,1
0.038025,0.488846,1
0.575503,0.638142,1
0.145985,0.400271,1
0.782080,0.699054,0
0.192717,0.834001,1
0.912137,0.110995,1
0.713957,0.883935,0
0.149634,0.780444,1
0.676536,0.680831,1
0.500224,0.165578,1
0.963152,0.372444,0
0.191771,0.515699,1
0.619663,0.177256,1
0.677016,0.133970,1
0.730006,0.322927,1
0.736461,0.500707,1
0.778873,0.772296,0
0.791901,0.179395,1
0.178824,0.833475,1
0.742283,0.012582,1
0.606032,0.914729,0
0.243079,0.542540,1
0.604790,0.263164,1
0.909652,0.196559,1
0.920964,0.825753,0
0.217228,0.400196,1
0.252955,0.814093,1
0.119646,0.524898,1
0.645254,0.465467,1
0.920528,0.635545,0
0.087610,0.599943,1
0.667981,0.996207,0
0.402149,0.417909,1
0.088695,0.391761,1
0.192074,0.912689,1
0.864618,0.849568,0
0.450602,0.840302,1
0.345977,0.441065,1
0.715333,0.499800,1
0.858999,0.071537,1
0.344791,0.582715,1
0.312072,0.195082,1
0.641983,0.878134,0
0.234962,0.779167,1
0.865217,0.281676,1
0.777551,0.535965,1
0.632462,0.649235,1
0.174027,0.935891,1
0.817321,0.795056,0
0.451599,0.694896,1
0.752205,0.283948,1
0.580162,0.129588,1
0.797679,0.769447,0
0.836985,0.164153,1
0.974248,0.832622,0
0.790073,0.251155,1
0.847022,0.129201,1
0.293614,0.074861,1
0.607685,0.419407,1
0.307467,0.214344,1
0.043887,0.118557,1
0.373798,0.259597,1
0.764220,0.699376,0
0.918926,0.551296,0
0.642066,0.611461,1
0.969456,0.661007,0
0.162230,0.375805,1
0.660659,0.133863,1
0.031863,0.477378,1
0.188107,0.172318,1
0.229257,0.655971,1
0.472531,0.508263,1
0.780622,0.631191,0
0.344848,0.049599,1
0.159880,0.473605,1
0.541584,0.518066,1
0.237949,0.194131,1
0.941513,0.822822,0
0.877506,0.577933,0
0.157705,0.404963,1
0.608423,0.452962,1
0.543775,0.410186,1
0.724277,0.845233,0
0.760305,0.655150,0
0.751066,0.621683,1
0.684414,0.707390,1
0.764961,0.254437,1
0.226964,0.596654,1
0.341437,0.736583,1
0.216200,0.385336,1
0.378915,0.236272,1
0.194540,0.575847,1
0.074142,0.368020,1
0.404383,0.452726,1
0.596234,0.851075,0
0.276770,0.952487,1
0.108269,0.848432,1
0.330223,0.583749,1
0.381178,0.621188,1
0.007951,0.262445,1
0.135886,0.702590,1
0.761106,0.775511,0
0.286711,0.021589,1
0.482287,0.507732,1
0.832852,0.195558,1
0.849435,0.488819,1
0.555475,0.989784,0
0.036192,0.508378,1
0.725487,0.548793,1
0.402403,0.675380,1
0.002429,0.331338,1
0.518927,0.716535,1
0.983263,0.117193,1
0.260060,0.082147,1
0.685788,0.140150,1
0.410880,0.228356,1
0.752976,0.234313,1
0.725923,0.319607,1
0.542813,0.627639,1
0.615663,0.290378,1
0.062864,0.557536,1
0.652555,0.476174,1
0.116022,0.600267,1
0.568786,0.189178,1
0.976197,0.480393,0
0.998895,0.524068,0
0.790184,0.062474,1
0.734619,0.317872,1
0.148791,0.644726,1
0.282748,0.206129,1
0.763975,0.305484,1
0.684985,0.561311,1
0.009685,0.095798,1
0.175011,0.230217,1
0.679261,0.494503,1
0.150811,0.821545,1
0.134922,0.495449,1
0.230630,0.946799,1
0.897752,0.671106,0
0.897433,0.680080,0
0.452152,0.189092,1
0.395158,0.773293,1
0.055117,0.244112,1
0.332809,0.232507,1
0.067658,0.136000,1
0.428594,0.870949,1
0.044910,0.486895,1
0.627218,0.425782,1
0.798560,0.750148,0
0.930573,0.175604,1
0.704984,0.809210,0
0.804981,0.214032,1
0.054171,0.712963,1
0.946105,0.462555,0
0.672108,0.267098,1
0.980161,0.812233,0
0.139618,0.217349,1
0.809615,0.552116,1
0.766512,0.715418,0
0.156867,0.397558,1
0.489885,0.158683,1
0.687087,0.420941,1
0.720935,0.743647,0
0.434998,0.083466,1
0.843988,0.193951,1
0.479718,0.019006,1
0.555781,0.383522,1
0.375336,0.327241,1
0.418797,0.068477,1
0.033420,0.568742,1
0.505510,0.829555,1
0.461521,0.126635,1
0.390558,0.613829,1
0.099350,0.194818,1
0.676152,0.896736,0
0.770099,0.572507,1
0.584915,0.879121,0
0.607947,0.920801,0
0.363705,0.333677,1
0.982093,0.645442,0
0.872023,0.835166,0
0.562233,0.190063,1
0.665527,0.302014,1
0.062796,0.636632,1
0.952692,0.990984,0
0.961880,0.589012,0
0.971977,0.190249,1
0.057490,0.268178,1
0.043656,0.732616,1
0.959174,0.307626,0
0.114998,0.944770,1
0.935429,0.877240,0
0.216418,0.729056,1
0.625058,0.081861,1
0.982591,0.965755,0
0.457699,0.456978,1
0.881787,0.271850,1
0.827001,0.078969,1
0.295751,0.774943,1
0.327393,0.551031,1
0.375064,0.147687,1
0.210384,0.181824,1
0.094294,0.852494,1
0.860209,0.143054,1
0.825477,0.454463,1
0.236199,0.562352,1
0.198518,0.879876,1
0.530617,0.361122,1
0.055216,0.318750,1
0.322318,0.977215,0
0.141098,0.304664,1
0.579873,0.897635,0
0.216258,0.112571,1
0.595486,0.533032,1
0.915854,0.002129,1
0.800769,0.265725,1
0.685676,0.657968,1
0.493839,0.080806,1
0.369998,0.664974,1
0.390372,0.925743,0
0.616329,0.652241,1
0.500806,0.901116,0
0.291454,0.540076,1
0.164675,0.743814,1
0.773639,0.916391,0
0.668398,0.135214,1
0.137330,0.797063,1
0.531751,0.631481,1
0.159952,0.994589,0
0.471672,0.684156,1
0.797835,0.211983,1
0.085147,0.637807,1
0.459249,0.825316,1
0.149028,0.199718,1
0.218215,0.717092,1
0.302565,0.201436,1
0.918904,0.171612,1
0.845216,0.256373,1
0.341438,0.493326,1
0.431541,0.879472,1
0.918910,0.361030,1
0.237918,0.884931,1
0.219552,0.332441,1
0.735604,0.695748,0
0.886832,0.425536,1
0.728535,0.069915,1
0.813835,0.825894,0
0.623273,0.877120,0
0.636688,0.633996,1
0.977896,0.927699,0
0.079871,0.618413,1
0.302474,0.846953,1
0.657843,0.802447,0
0.348432,0.533383,1
0.902327,0.242789,1
0.311652,0.713599,1
0.029186,0.022781,1
0.874839,0.550072,0
0.353000,0.556147,1
0.485087,0.634263,1
0.462891,0.300120,1
0.853744,0.642769,0
0.637440,0.592976,1
0.380927,0.707510,1
0.331867,0.516052,1
0.180303,0.696188,1
