x,y,inside
0.610536,0.007193,1
0.288364,0.157859,1
0.436571,0.527451,1
0.690554,0.560309,1
0.151670,0.286890,1
0.141725,0.049997,1
0.180968,0.832205,1
0.699818,0.989452,0
0.284536,0.505045,1
0.366358,0.604461,1
0.402416,0.525375,1
0.071686,0.181373,1
0.000903,0.870417,1
0.032295,0.443766,1
0.486314,0.500767,1
0.924437,0.153434,1
0.216985,0.967248,1
0.971523,0.330870,0
0.428230,0.541800,1
0.542364,0.203898,1
0.975362,0.488396,0
0.455487,0.264557,1
0.168714,0.660060,1
0.409213,0.163759,1
0.594711,0.184886,1
0.375675,0.382189,1
0.864121,0.683120,0
0.779451,0.380135,1
0.190833,0.050720,1
0.398698,0.195116,1
0.450159,0.370051,1
0.350300,0.527463,1
0.181031,0.492626,1
0.700484,0.685445,1
0.351859,0.073782,1
0.228155,0.675165,1
0.040680,0.127982,1
0.040241,0.830404,1
0.924138,0.153466,1
0.643335,0.057055,1
0.291534,0.213913,1
0.485732,0.035986,1
0.193579,0.341764,1
0.222579,0.983462,0
0.859210,0.718140,0
0.496869,0.654154,1
0.797714,0.120281,1
0.157795,0.142396,1
0.670375,0.347961,1
0.292929,0.013409,1
0.933023,0.540282,0
0.489155,0.694773,1
0.547042,0.231396,1
0.618342,0.870873,0
0.719794,0.933816,0
0.039265,0.004356,1
0.441362,0.469794,1
0.365687,0.212536,1
0.419549,0.036883,1
0.193588,0.524360,1
0.260890,0.044120,1
0.828494,0.240818,1
0.272007,0.055187,1
0.770438,0.734665,0
0.801019,0.446700,1
0.674775,0.402821,1
0.659947,0.542985,1
0.793771,0.177802,1
0.226393,0.632698,1
0.736205,0.014889,1
0.273239,0.412011,1
0.860743,0.115805,1
0.405673,0.731748,1
0.470374,0.664327,1
0.930861,0.922805,0
0.722018,0.078350,1
0.925282,0.038381,1
0.658507,0.010417,1
0.154909,0.337000,1
0.643309,0.519062,1
0.614603,0.904581,0
0.343528,0.299192,1
0.609683,0.950183,0
0.949984,0.329511,0
0.592554,0.249813,1
0.072512,0.670114,1
0.096308,0.825152,1
0.559189,0.650601,1
0.243145,0.068557,1
0.589444,0.092239,1
0.773062,0.817087,0
0.313197,0.624420,1
0.022613,0.115702,1
0.958056,0.048717,1
0.074135,0.127689,1
0.474909,0.548046,1
0.374995,0.480261,1
0.616865,0.544453,1
0.561676,0.810160,1
0.728286,0.460570,1
0.695387,0.032492,1
0.510471,0.817718,1
0.664101,0.026947,1
0.767928,0.653504,0
0.171466,0.669658,1
0.653654,0.018298,1
0.805534,0.694959,0
0.628310,0.579019,1
0.507295,0.143804,1
0.015935,0.839931,1
0.518457,0.048124,1
0.142154,0.852282,1
0.103874,0.007937,1
0.268966,0.808379,1
0.185557,0.765572,1
0.654053,0.111981,1
0.645385,0.505012,1
0.381557,0.808126,1
0.960467,0.139619,1
0.696401,0.903061,0
0.647824,0.976470,0
0.139852,0.469673,1
0.056350,0.923046,1
0.500773,0.996695,0
0.237749,0.420116,1
0.887754,0.759720,0
0.078316,0.927318,1
0.536768,0.575426,1
0.373577,0.386844,1
0.670036,0.376417,1
0.426286,0.886050,1
0.034840,0.314221,1
0.548683,0.098092,1
0.796873,0.794273,0
0.588121,0.969172,0
0.775553,0.805108,0
0.548239,0.483183,1
0.260881,0.612813,1
0.791951,0.824013,0
0.230026,0.880228,1
0.308623,0.523393,1
0.689063,0.933634,0
0.526983,0.309922,1
0.156085,0.420532,1
0.840178,0.302682,1
0.171405,0.394329,1
0.280220,0.760768,1
0.149336,0.459323,1
0.975537,0.420328,0
0.016179,0.710296,1
0.781025,0.888373,0
0.804609,0.560464,1
0.694198,0.430334,1
0.223421,0.987549,0
0.722324,0.644320,1
0.779197,0.580189,1
0.534787,0.606509,1
0.228516,0.250001,1
0.176231,0.808759,1
0.571791,0.137909,1
0.498104,0.039994,1
0.909009,0.242131,1
0.311384,0.183858,1
0.196900,0.707166,1
0.856624,0.527383,0
0.991215,0.145402,0
0.009129,0.493100,1
0.478704,0.331486,1
0.414749,0.664769,1
0.724993,0.040713,1
0.070404,0.086732,1
0.904885,0.510422,0
0.828733,0.829562,0
0.747980,0.290176,1
0.615155,0.308210,1
0.524474,0.604134,1
0.066119,0.950170,1
0.825370,0.172681,1
0.117143,0.183618,1
0.903965,0.946062,0
0.398373,0.283213,1
0.146332,0.122084,1
0.227660,0.739118,1
0.423186,0.261552,1
0.472796,0.113582,1
0.185051,0.846845,1
0.850581,0.466470,1
0.980646,0.729832,0
0.164205,0.677744,1
0.487675,0.359761,1
0.594711,0.779647,1
0.606023,0.998526,0
0.428926,0.508082,1
0.799193,0.802304,0
0.021184,0.730232,1
0.624772,0.688614,1
0.521425,0.634437,1
0.358473,0.091801,1
0.710659,0.619873,1
0.025090,0.555900,1
0.453106,0.316545,1
0.748711,0.133567,1
0.930724,0.162139,1
0.110137,0.685647,1
0.931402,0.941288,0
0.007940,0.031631,1
0.654462,0.205755,1
0.763692,0.206658,1
0.169681,0.004255,1
0.649061,0.814669,0
0.935599,0.956562,0
0.160747,0.039156,1
0.036062,0.358963,1
0.833374,0.271677,1
0.774827,0.946486,0
0.852608,0.245222,1
0.839373,0.197410,1
0.701071,0.153570,1
0.831550,0.295597,1
0.813347,0.282396,1
0.048028,0.418875,1
0.174228,0.926201,1
0.565357,0.575061,1
0.126627,0.738050,1
0.534543,0.511637,1
0.488115,0.093983,1
0.637772,0.197533,1
0.035606,0.976072,1
0.123163,0.609573,1
0.594783,0.593198,1
0.745618,0.875958,0
0.180183,0.234750,1
0.360164,0.257430,1
0.138604,0.903795,1
0.256462,0.450692,1
0.156581,0.670698,1
0.782213,0.129782,1
0.791285,0.895434,0
0.390224,0.851913,1
0.697166,0.733987,0
0.991753,0.175674,0
0.630331,0.569896,1
0.853647,0.791664,0
0.557543,0.656339,1
0.895222,0.081689,1
0.181066,0.204326,1
0.461741,0.081409,1
0.213277,0.531305,1
0.529818,0.808656,1
0.504365,0.828828,1
0.387904,0.616720,1
0.034899,0.889172,1
0.654291,0.910365,0
0.476373,0.817430,1
0.587925,0.994179,0
0.357007,0.516870,1
0.805399,0.886945,0
0.596343,0.253665,1
0.140631,0.098482,1
0.538057,0.021945,1
0.542857,0.578982,1
0.655488,0.705271,1
0.812489,0.947883,0
0.873720,0.076185,1
0.227218,0.277221,1
0.720591,0.004857,1
0.182374,0.892139,1
0.667719,0.844620,0
0.660357,0.475081,1
0.919953,0.619984,0
0.627753,0.462495,1
0.064007,0.087948,1
0.040397,0.127346,1
0.680153,0.353557,1
0.203047,0.328420,1
0.232810,0.167502,1
0.695820,0.358277,1
0.053274,0.140413,1
0.333483,0.845499,1
0.047075,0.172030,1
0.717780,0.534928,1
0.463519,0.727240,1
0.674494,0.218747,1
0.941412,0.545790,0
0.124572,0.830968,1
0.859596,0.673827,0
0.770366,0.695444,0
0.586552,0.057504,1
0.093237,0.967650,1
0.407035,0.143977,1
0.139478,0.820884,1
0.193385,0.588473,1
0.940643,0.457659,0
0.994231,0.874608,0
0.517262,0.997119,0
0.443083,0.150499,1
0.887760,0.417977,1
0.098574,0.412235,1
0.386879,0.214596,1
0.452146,0.290384,1
0.209072,0.026009,1
0.453324,0.324417,1
0.090858,0.619494,1
0.014079,0.155359,1
0.553036,0.558209,1
0.353265,0.545112,1
0.664275,0.164909,1
0.814429,0.106465,1
0.590724,0.905217,0
0.995997,0.695336,0
0.260779,0.018796,1
0.935690,0.334548,1
0.280269,0.583146,1
0.507712,0.714477,1
0.717100,0.797650,0
0.353398,0.185668,1
0.622770,0.013624,1
0.876303,0.923684,0
0.176690,0.949021,1
0.912598,0.685391,0
0.313406,0.893696,1
0.075092,0.770184,1
0.334531,0.927863,1
0.062291,0.046084,1
0.025156,0.766531,1
0.958395,0.742791,0
0.573589,0.263777,1
0.254835,0.154819,1
0.289809,0.323764,1
0.265876,0.940518,1
0.847296,0.640539,0
0.069730,0.247780,1
0.527170,0.181544,1
0.206134,0.085758,1
0.270853,0.654220,1
0.109544,0.219372,1
0.917163,0.473160,0
0.278300,0.108415,1
0.927585,0.853529,0
0.624691,0.124730,1
0.272554,0.805530,1
0.860220,0.088996,1
0.696878,0.567477,1
0.484886,0.706614,1
0.482673,0.722295,1
0.990193,0.562501,0
0.008538,0.577528,1
0.144914,0.068640,1
0.286087,0.694885,1
0.310052,0.077918,1
0.953001,0.133673,1
0.137422,0.456366,1
0.115584,0.323895,1
0.087933,0.268970,1
0.035515,0.863334,1
0.869170,0.733117,0
0.575969,0.993180,0
0.794142,0.040794,1
0.802031,0.978846,0
0.454113,0.245459,1
0.575486,0.270554,1
0.716591,0.058186,1
0.724715,0.133870,1
0.923425,0.364971,1
0.514529,0.646030,1
0.552897,0.174027,1
0.550754,0.086799,1
0.793777,0.965133,0
0.409821,0.071969,1
0.639917,0.613358,1
0.446955,0.038534,1
0.924162,0.113741,1
0.989095,0.805667,0
0.972903,0.385812,0
0.087185,0.027320,1
0.126997,0.957904,1
0.244100,0.281775,1
0.279834,0.448468,1
0.388003,0.615719,1
0.376378,0.180748,1
0.228905,0.892382,1
0.575850,0.631865,1
0.288881,0.882296,1
0.665122,0.881637,0
0.183538,0.709929,1
0.591850,0.965696,0
0.148437,0.662657,1
0.656795,0.456722,1
0.520009,0.261609,1
0.471177,0.617702,1
0.274224,0.690893,1
0.918757,0.303044,1
0.309439,0.166081,1
0.613394,0.109404,1
0.311362,0.388261,1
0.452688,0.543370,1
0.135522,0.417910,1
0.031269,0.408177,1
0.913400,0.157920,1
0.995977,0.292256,0
0.482818,0.064562,1
0.367420,0.572225,1
0.512782,0.268467,1
0.473565,0.198284,1
0.625621,0.933484,0
0.101248,0.821060,1
0.641203,0.833999,0
0.004348,0.645634,1
0.575184,0.533437,1
0.126460,0.609177,1
0.785720,0.970273,0
0.180067,0.149636,1
0.290601,0.974444,0
0.011142,0.615996,1
0.573348,0.276644,1
0.161947,0.637673,1
0.607337,0.394770,1
0.695091,0.890458,0
0.082166,0.538263,1
0.348064,0.911012,1
0.324473,0.409510,1
0.615742,0.358847,1
0.936477,0.452325,0
0.616969,0.131564,1
0.066799,0.259936,1
0.667632,0.784279,0
0.471158,0.925030,0
0.087331,0.951992,1
0.106542,0.778830,1
0.743141,0.935980,0
0.853625,0.106113,1
0.950746,0.364727,0
0.688108,0.244492,1
0.106073,0.474664,1
0.174651,0.520806,1
0.565552,0.308960,1
0.813613,0.146314,1
0.618652,0.320316,1
0.324942,0.979593,0
0.816558,0.117822,1
0.837862,0.743371,0
0.739126,0.010610,1
0.626401,0.793529,0
0.824527,0.706558,0
0.736488,0.752876,0
0.676509,0.504329,1
0.576935,0.569882,1
0.385973,0.892386,1
0.176456,0.985454,0
0.425837,0.184173,1
0.534207,0.953864,0
0.251359,0.611170,1
0.964267,0.245264,1
0.119943,0.268259,1
0.844528,0.252111,1
0.814895,0.474410,1
0.068626,0.345458,1
0.791498,0.965833,0
0.895477,0.809401,0
0.002459,0.273935,1
0.450261,0.610133,1
0.992889,0.063085,1
0.700484,0.719748,0
0.701453,0.461455,1
0.513606,0.303699,1
0.670743,0.822811,0
0.151869,0.439391,1
0.181685,0.897728,1
0.170245,0.053185,1
0.174194,0.534248,1
0.778171,0.919018,0
0.401870,0.315682,1
0.523210,0.269732,1
0.155073,0.644208,1
0.342467,0.746105,1
0.229283,0.981804,0
0.784981,0.415010,1
0.645419,0.353443,1
0.470190,0.419062,1
0.325929,0.289167,1
0.915298,0.044368,1
0.529498,0.976688,0
0.658469,0.182365,1
0.524405,0.542643,1
0.804284,0.799086,0
0.818188,0.108155,1
0.107087,0.792793,1
0.393385,0.002851,1
0.123028,0.330007,1
0.242582,0.466724,1
0.071788,0.992130,1
0.588914,0.227661,1
0.980573,0.262729,0
0.597114,0.545553,1
0.287025,0.953745,1
0.198413,0.693425,1
0.210929,0.620204,1
0.543701,0.888337,0
0.024908,0.652546,1
0.671459,0.390803,1
0.938377,0.744651,0
0.402187,0.958463,0
0.221676,0.554898,1
0.578403,0.609234,1
0.904065,0.426251,1
0.394039,0.677590,1
0.182471,0.153834,1
0.168783,0.166177,1
0.330453,0.272705,1
0.730330,0.626593,1
0.836609,0.746622,0
0.568787,0.923626,0
0.232111,0.071790,1
0.919575,0.433886,0
0.914333,0.972874,0
0.229633,0.995439,0
0.239619,0.655459,1
0.622848,0.055452,1
0.880251,0.234125,1
0.240729,0.850928,1
0.869914,0.355445,1
0.390301,0.664678,1
0.148217,0.664885,1
0.405105,0.607224,1
0.200331,0.320701,1
0.087307,0.963656,1
0.136013,0.856941,1
0.088700,0.214865,1
0.093375,0.564744,1
0.052411,0.181629,1
0.066865,0.948359,1
0.287340,0.486607,1
0.215660,0.680792,1
0.869742,0.802351,0
0.099302,0.158944,1
0.707220,0.257290,1
0.800254,0.830716,0
0.460367,0.902962,0
0.621685,0.367698,1
0.965109,0.767838,0
0.171510,0.586425,1
0.482374,0.799378,1
0.774026,0.585104,1
0.692956,0.769610,0
0.268565,0.037795,1
0.399911,0.029549,1
0.316857,0.922535,1
0.344640,0.798989,1
0.484032,0.111431,1
0.336954,0.546948,1
0.360972,0.449921,1
0.373596,0.011855,1
0.984219,0.772496,0
0.514919,0.177115,1
0.978494,0.408499,0
0.094785,0.489603,1
0.588122,0.738890,1
0.901920,0.624002,0
0.334945,0.754306,1
0.238736,0.354470,1
0.102606,0.723451,1
0.723502,0.922017,0
0.802655,0.081692,1
0.844441,0.646833,0
0.109350,0.369917,1
0.269709,0.878530,1
0.584793,0.880766,0
0.778971,0.877452,0
0.684083,0.178903,1
0.417279,0.176998,1
0.946446,0.822311,0
0.434097,0.651248,1
0.562582,0.673456,1
0.539290,0.410580,1
0.552280,0.455245,1
0.200852,0.307645,1
0.424074,0.490065,1
0.805541,0.390482,1
0.314344,0.901635,1
0.040268,0.892559,1
0.304185,0.277095,1
0.179115,0.083833,1
0.611015,0.355853,1
0.436786,0.495895,1
0.201021,0.599767,1
0.237705,0.449215,1
0.738802,0.263892,1
0.183741,0.993669,0
0.024680,0.530497,1
0.348061,0.936753,1
0.059532,0.259720,1
0.664487,0.798620,0
0.178627,0.548510,1
0.071802,0.995574,1
0.388247,0.780358,1
0.738592,0.998689,0
0.937860,0.818855,0
0.728369,0.571289,1
0.833176,0.592226,0
0.052252,0.502697,1
0.282815,0.112255,1
0.386582,0.803554,1
0.299680,0.921327,1
0.916364,0.619448,0
0.896964,0.765050,0
0.585535,0.601232,1
0.442539,0.700348,1
0.842958,0.625359,0
0.450609,0.538180,1
0.649623,0.684866,1
0.693425,0.979266,0
0.446998,0.656729,1
0.446520,0.035786,1
0.958560,0.087759,1
0.219655,0.407265,1
0.193949,0.593917,1
0.702846,0.519612,1
0.470582,0.039950,1
0.051986,0.837525,1
0.451185,0.980508,0
0.847073,0.214456,1
0.498587,0.931868,0
0.485607,0.641905,1
0.943798,0.140869,1
0.039525,0.832125,1
0.572636,0.260526,1
0.906960,0.727344,0
0.426575,0.782042,1
0.319419,0.457504,1
0.128079,0.296628,1
0.370739,0.001219,1
0.237172,0.016447,1
0.336120,0.319653,1
0.285208,0.533681,1
0.294689,0.828405,1
0.235621,0.764070,1
0.419649,0.142236,1
0.821840,0.926424,0
0.919767,0.395686,0
0.218002,0.321948,1
0.604231,0.880024,0
0.795171,0.665060,0
0.897267,0.054030,1
0.352619,0.082040,1
0.858257,0.664727,0
0.664810,0.585994,1
0.270508,0.840660,1
0.463506,0.019749,1
0.861816,0.862128,0
0.564965,0.096702,1
0.894842,0.276177,1
0.407213,0.627867,1
0.917375,0.483787,0
0.774857,0.963661,0
0.058293,0.346446,1
0.220420,0.014297,1
0.737835,0.026358,1
0.354662,0.066371,1
0.227502,0.592789,1
0.702103,0.514522,1
0.329340,0.280942,1
0.214496,0.600699,1
0.579296,0.443564,1
0.000384,0.113899,1
0.751323,0.356802,1
0.017235,0.261857,1
0.881077,0.451245,1
0.046382,0.595374,1
0.816155,0.743436,0
0.070904,0.590633,1
0.569645,0.465046,1
0.463449,0.589029,1
0.652046,0.416137,1
0.432962,0.646169,1
0.792887,0.463581,1
0.867368,0.512460,0
0.313965,0.382983,1
0.059631,0.795540,1
0.913564,0.552430,0
0.518382,0.726650,1
0.319313,0.483191,1
0.523431,0.976574,0
0.231728,0.708448,1
0.646844,0.348693,1
0.887125,0.237504,1
0.236851,0.528779,1
0.121812,0.897040,1
0.869786,0.598394,0
0.040536,0.809709,1
0.797155,0.933091,0
0.581257,0.555960,1
0.877307,0.963923,0
0.212070,0.295981,1
0.494701,0.518965,1
0.421724,0.584083,1
0.777380,0.109898,1
0.555297,0.219473,1
0.631031,0.225488,1
0.152672,0.849996,1
0.850544,0.619082,0
0.458750,0.972011,0
0.569924,0.270729,1
0.204642,0.959370,1
0.668709,0.563013,1
0.289081,0.393984,1
0.095289,0.355228,1
0.494397,0.352420,1
0.827718,0.867350,0
0.313907,0.785773,1
0.254503,0.152938,1
0.403809,0.479303,1
0.334422,0.408246,1
0.559492,0.734075,1
0.395494,0.535479,1
0.651637,0.158919,1
0.604185,0.210284,1
0.908249,0.492259,0
0.464955,0.071217,1
0.761024,0.632134,1
0.485946,0.432592,1
0.193442,0.319242,1
0.327399,0.000428,1
0.940955,0.767866,0
0.186223,0.649648,1
0.049719,0.840838,1
0.527645,0.068850,1
0.954826,0.236555,1
0.301428,0.626142,1
0.063676,0.345644,1
0.490996,0.168767,1
0.540756,0.911141,0
0.547076,0.422620,1
0.086035,0.547541,1
0.987699,0.364462,0
0.704714,0.871404,0
0.169494,0.389033,1
0.659123,0.889616,0
0.855513,0.196642,1
0.953360,0.081979,1
0.081133,0.432991,1
0.205977,0.048834,1
0.975550,0.328265,0
0.996753,0.398014,0
0.347226,0.517356,1
0.463078,0.675243,1
0.486751,0.621985,1
0.839133,0.816834,0
0.964365,0.202093,1
0.286465,0.095374,1
0.535816,0.164435,1
0.424798,0.152665,1
0.814429,0.267376,1
0.115293,0.542194,1
0.107097,0.895657,1
0.263400,0.245364,1
0.312420,0.577292,1
0.350657,0.433921,1
0.340362,0.206339,1
0.466969,0.195235,1
0.448708,0.563591,1
0.732164,0.117587,1
0.081091,0.246732,1
0.041671,0.672399,1
0.478651,0.480123,1
0.651532,0.475004,1
0.780979,0.399585,1
0.985498,0.388759,0
0.545936,0.015746,1
0.422143,0.736661,1
0.917204,0.524235,0
0.357852,0.821828,1
0.999967,0.493918,0
0.267372,0.894357,1
0.965269,0.966472,0
0.488011,0.033791,1
0.831763,0.783313,0
0.687903,0.575123,1
0.931947,0.705760,0
0.694800,0.600926,1
0.033516,0.736259,1
0.800170,0.034851,1
0.503293,0.665763,1
0.497374,0.065121,1
0.614139,0.823482,0
0.765049,0.793043,0
0.271614,0.326685,1
0.730471,0.392677,1
0.983071,0.315880,0
0.758189,0.411727,1
0.850742,0.365496,1
0.319854,0.615905,1
0.430779,0.698534,1
0.851084,0.300698,1
0.197268,0.883132,1
0.468971,0.564793,1
0.837196,0.532767,1
0.930005,0.692134,0
0.637080,0.451187,1
0.350657,0.680409,1
0.827676,0.005436,1
0.743307,0.146463,1
0.391594,0.787438,1
0.319746,0.986244,0
0.566980,0.587731,1
0.103254,0.416297,1
0.543035,0.285080,1
0.252842,0.183356,1
0.381220,0.942229,0
0.286066,0.073602,1
0.183873,0.235912,1
0.361190,0.608764,1
0.322657,0.449063,1
0.591673,0.988835,0
0.405262,0.969425,0
0.814312,0.405343,1
0.858833,0.143567,1
0.808652,0.905456,0
0.560134,0.197718,1
0.117689,0.939209,1
0.615381,0.786538,1
0.769262,0.135711,1
0.709689,0.436777,1
0.665681,0.410043,1
0.507054,0.377949,1
0.975042,0.621585,0
0.302516,0.272521,1
0.083947,0.494452,1
0.702133,0.319740,1
0.984018,0.385603,0
0.045981,0.804915,1
0.405090,0.429749,1
0.711219,0.355506,1
0.541985,0.300017,1
0.516842,0.395497,1
0.596300,0.718499,1
0.505885,0.900397,0
0.827393,0.840749,0
0.779924,0.292545,1
0.653282,0.151715,1
0.205436,0.783885,1
0.459117,0.631814,1
0.643663,0.184221,1
0.221678,0.820796,1
0.530924,0.177391,1
0.625216,0.390630,1
0.957601,0.731651,0
0.571146,0.366609,1
0.991788,0.652220,0
0.019104,0.315731,1
0.770089,0.391439,1
0.767338,0.791777,0
0.740344,0.046999,1
0.191825,0.584165,1
0.615038,0.263043,1
0.519190,0.818424,1
0.737504,0.831680,0
0.840645,0.710320,0
0.269969,0.329069,1
0.732349,0.965087,0
0.039996,0.286469,1
0.046281,0.603842,1
0.577854,0.544916,1
0.547005,0.353914,1
0.692497,0.050859,1
0.158560,0.382607,1
0.660643,0.335376,1
0.291316,0.338987,1
0.975851,0.333246,0
0.209133,0.175577,1
0.168216,0.920338,1
0.743903,0.691144,0
0.379948,0.570799,1
0.908451,0.362998,1
0.913116,0.175775,1
0.576212,0.183109,1
0.701672,0.776015,0
0.984036,0.013809,1
0.998275,0.441027,0
0.420470,0.149527,1
0.839941,0.025300,1
0.847591,0.472893,1
0.205250,0.800780,1
0.923765,0.189978,1
0.975922,0.788742,0
0.773008,0.819184,0
0.604177,0.577241,1
0.091561,0.289323,1
0.800358,0.934783,0
0.171519,0.689706,1
0.772961,0.956480,0
0.339219,0.234821,1
0.578379,0.544090,1
0.344522,0.831162,1
0.767373,0.430210,1
0.219763,0.326015,1
0.654080,0.845186,0
0.983130,0.674031,0
0.326977,0.860681,1
0.202255,0.175179,1
0.340135,0.307853,1
0.100477,0.301079,1
0.944356,0.667121,0
0.298794,0.874862,1
0.234487,0.296527,1
0.588717,0.714849,1
0.505229,0.817148,1
0.370396,0.849250,1
0.509521,0.470983,1
0.130006,0.268863,1
0.440283,0.771198,1
0.218491,0.636773,1
0.109072,0.888881,1
